Timestamp,Age ,   Gender  ,  Marital Status:  ,"  Type of Family:   
(Nuclear family = just your mom dad, sibiling and you)",  Family Size: (including yourself),  Education Level:  ,  Occupation  ,  Family Annual Income :  ,"  Number of earning members in the family?  
(Including you)","With whom do you usually spend your most of the Leisure time with? 
(Leisure time - time when you are not working or occupied; free time)",What are the reasons for the same? (You can select multiple options)  ,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,What activities you go through in a regular day? (You can select multiple options),What do you prefer to do in your leisure (free) time? (You can select multiple options),Your Attitude Toward Life,Mental Stability ,Time management,Passion for Living (an energy source for living an inspired life that is driven by purposeful action  ),Difficult Interactions (Can't communicate with people precisely),Healthy Life ( LOWERS THE RISK of being seriously ill ),Fullfill your enjoyments,"Daily Struggle ( to try very hard to do, achieve your goals)","Social Neighbourhood ( Networks provide sociability, social support, and social capital to their members )",Weekend satisfaction (great satisfaction with your weekend activities ),Promptness (doing things without delay or at the appropriate time.),"Transport facilities (Train, Bus, Rikshaw, etc)",Environment in your Locality / Area,"Unorthodox family ( not conforming to rules, traditions, or modes of conduct )",Sufficient Resources (sufficient material and financial resources available),Fulfilment of desires ( completion or achievement ),High Expectations towards life ,Work / Study Environment ,Have you ever considered making improvements to your daily routine ?,"Then why do you want OR don't you want to improve your daily routine?
(SHORT ANSWER)",Total_Activity_Hours_Final
10/18/2023 11:19:29,22,Male,Single,Nuclear,4,HSC,Student,0-3 lakh,2,Family,Refresh Mood,0.82,5.15,2.06,2.06,1.03,0.52,1.03,7.21,2.06,2.06,Use Mobile,"Sleeping, Music",5,5,5,5,5,5,5,2,1,1,3,2,2,2,2,2,2,2,Yes,"I'm recalibrating my routine to carve out space for learning, wellness practices, and personal fulfillment.",24
10/18/2023 11:49:13,21,Female,Single,Nuclear,4,Post Graduate,Student,6-9 lakh,1,Family,"Quality Time (for some enjoyment), Privacy (just your alone time)",5.41,6.75,1.69,0,1.69,0.85,0.85,5.07,0.85,0.85,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Just Relaxing (Resting), Go for a walk",5,5,4,5,3,4,4,4,2,4,5,3,4,1,4,4,5,4,Yes,Better time management and day to day completion of tasks,24
10/18/2023 11:52:17,47,Male,Married,Nuclear,4,Graduate,Private Sector,3-6 lakh,1,Colleagues,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3.32,8.99,0.9,0.9,0.9,0.9,0.9,5.39,0.9,0.9,"Use Mobile, Job / Work, Cooking","Social Media, Sleeping, Family Time, Hangout with friends",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,"Reconstructing my routine signifies creating a foundation for self-growth, balance, and embracing life's joys.",24
10/18/2023 12:22:22,23,Female,Single,Nuclear,4,Post Graduate,Private Sector,3-6 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3.11,8.17,0.91,0.45,0.91,1.36,1.82,5.45,0.91,0.91,"Use Mobile, Watching (T.V. /Reels/Movies), Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Family Time","Social Media, Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,Yes,Tried multiple times but couldnât succeed ,24
10/18/2023 12:54:56,24,Male,Single,Nuclear,4,Graduate,Private Sector,above 15 lakh,2,Family,Reduce Anxiety,3.43,10.73,0,0.45,0.45,0.89,0.89,6.26,0,0.89,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Personal Hygiene, Idle Time, Animal Care, Volunteer Work or Community Involvement","Family Time, Learning new things",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,Yes - want to give more time to learn new things ,24
10/18/2023 13:03:23,23,Female,Single,Nuclear,4,Graduate,Private Sector,above 15 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,6.86,0.86,3.43,0.86,1.71,1.71,5.14,1.71,1.71,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Family Time, Hangout with friends, Creative Work (Crafting, Photography, etc), Social Activities, Chatting, Music, Go for a walk, Swimming",4,4,3,5,2,4,4,4,4,5,3,2,4,2,4,4,5,4,Yes,better time management and to make more time for development ,24
10/18/2023 13:03:49,22,Female,Single,Nuclear,4,Graduate,Private Sector,6-9 lakh,3,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1.29,7.71,1.29,0.43,0.86,0.86,1.71,6.86,1.29,1.71,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Learning new things, Hangout with friends, Games (Mobile or Computer games), Personality Development, Long Drive, Social Activities, Chatting, Go for a walk",5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,Yes,I have a strong passion towards living a good life thatâs why why,24
10/18/2023 13:05:56,27,Male,Single,Nuclear,4,Post Graduate,Private Sector,6-9 lakh,3,Colleagues,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1.92,8.64,0,0.96,0.96,0.96,1.92,5.76,1.92,0.96,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Family Time","Social Media, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,"It's about remodeling my daily habits to prioritize self-care, skill development, and a more fulfilling life.",24
10/18/2023 13:07:21,23,Male,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2.79,5.42,0.9,1.37,1.8,1.8,1.8,5.42,1.8,0.9,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Sleeping, Family Time, Just Relaxing (Resting), Go for a walk",4,4,2,2,2,2,3,2,3,3,2,1,3,2,3,3,3,1,Yes,"I'm redesigning my routine to include mindfulness practices, creative outlets, and fostering deeper connections.",24
10/18/2023 13:36:00,25,Male,Single,Nuclear,4,Graduate,Private Sector,above 15 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",1.89,7.86,0.49,0.49,0.98,1.97,1.97,5.9,1.97,0.49,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Review Goals","Social Media, Sleeping, Family Time, Learning new things, Games (Mobile or Computer games), Personality Development, Long Drive, Music",3,1,1,1,5,4,1,3,4,3,2,4,2,2,4,2,5,1,Yes,I want to improve everything in my life,24
10/18/2023 13:38:24,27,Male,Single,Nuclear,5,Graduate,Private Sector,above 15 lakh,3,Family,Reduce Anxiety,1.36,8.14,1.02,0.25,0.51,0.51,1.02,8.14,1.02,2.04,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Learning new things, Games (Mobile or Computer games), Just Relaxing (Resting), Swimming",4,4,3,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Yes,To keep up mental and physical health.,24
10/18/2023 14:09:59,21,Male,Single,Nuclear,4,Graduate,Private Sector,3-6 lakh,3,Colleagues,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried)",1,9.41,0.52,1.05,0,0.52,2.09,7.32,1.05,1.05,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work","Social Media, Family Time, Hangout with friends, Music",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,"Revamping my routine means crafting a day that nurtures my passions, encourages growth, and supports well-being.",24
10/18/2023 17:07:00,29,Female,Single,Nuclear,6,Post Graduate,Private Sector,6-9 lakh,3,Alone,Privacy (just your alone time),3.55,6.97,2,1,1,1,0.5,5.99,1,1,"Travel, Job / Work, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc), Family Time","Sleeping, Family Time, Learning new things, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Music, Writing",4,4,4,4,1,4,5,1,3,4,5,3,4,1,5,4,3,4,Yes,"There's always a scope of an improvement, would love to focus more on health and fitness.",24
10/18/2023 22:21:49,27,Female,Single,Joint,5,Post Graduate,Private Sector,above 15 lakh,4,Family,Quality Time (for some enjoyment),0,8.26,4.13,0,0.26,1.03,1.03,8.26,0,1.03,"Reading Newspaper, Watching (T.V. /Reels/Movies), Studying, Cooking, Family Time",Sleeping,2,2,2,2,3,1,2,2,2,2,2,1,1,1,3,1,2,1,Yes,"I'm recalibrating my routine to create a balance between work, hobbies, and personal development.",24
10/19/2023 0:13:19,23,Female,Single,Nuclear,5,"Professional course (Diploma, ITI, etc.)",Private Sector,above 15 lakh,2,Family,Quality Time (for some enjoyment),1.88,8.42,0.24,0.48,1.92,0.72,0.24,7.22,0.96,1.92,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Review Goals, Family Time","Social Media, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting, Music, Writing",5,5,4,5,1,5,5,3,4,5,5,3,4,2,5,5,5,5,Yes,"There is a scope to improve and make sure to give more time to your family and friends, plus me time is very important so I try to take out few extra minutes if I can. And if I have time I can learn new activities ",24
10/19/2023 11:04:11,22,Male,Single,Joint,6,Post Graduate,Student,3-6 lakh,3,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5.89,5.3,1.33,0.44,0.44,0.88,1.77,5.3,0.88,1.77,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Reading Books, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Chatting, Music, Writing",4,3,4,3,1,4,4,3,3,4,3,2,5,1,3,3,2,3,Yes,I want to improve my daily routin because i spend much time on travelling ,24
10/19/2023 17:17:10,21,Male,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2.98,4.1,2.05,0.51,1.03,1.03,1.03,8.2,1.03,2.05,"Use Mobile, Travel, Studying, Reading Books, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Reading Books, Playing Outdoor games, Just Relaxing (Resting), Music, Go for a walk",4,4,4,4,3,4,4,3,4,4,3,3,3,1,3,3,3,3,Yes,"Improving my routine involves creating a day that fosters personal growth, balance, and joyful experiences.",24
10/19/2023 17:32:26,23,Female,Single,Nuclear,4,Graduate,Private Sector,12-15 lakh,3,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",4.09,6.64,1.66,0.83,0.41,1.24,0.83,4.98,0,3.32,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Going for Walk (Friends, Family, etc), Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Personality Development, Long Drive, Music, Writing, Go for a walk",3,2,3,2,4,4,4,3,2,4,4,4,4,4,4,4,4,4,No,I'm used to my current rhythm.,24
10/19/2023 18:23:08,20,Male,Single,Joint,7,Graduate,Student,3-6 lakh,4,Alone,timepass,4.86,5.47,0,0.91,0,0.91,1.82,7.29,0.91,1.82,"Use Mobile, Travel, Idle Time, Technolgy (Gadgets, Programming, etc), mobile games insta","Social Media, Sleeping, Games (Mobile or Computer games)",2,2,1,1,5,2,1,1,1,1,1,2,3,4,5,3,3,2,No,iam lazy,24
10/19/2023 18:28:31,20,Male,Single,Joint,7,Graduate,Student,3-6 lakh,4,Alone,Quality Time (for some enjoyment),4.19,3.96,0,0.99,0,0.99,1.98,6.93,1.98,2.97,"Use Mobile, Watching (T.V. /Reels/Movies), Idle Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Games (Mobile or Computer games)",2,2,2,2,3,2,3,3,2,3,2,5,3,4,4,4,2,2,No,iam lazy and dont want to do it,24
10/19/2023 19:04:52,19,Male,Single,Nuclear,4,HSC,Student,0-3 lakh,1,Friends,Refresh Mood,1.51,2.14,2.14,1.07,1.07,1.07,3.21,7.5,2.14,2.14,"Use Mobile, Travel, Watching (T.V. /Reels/Movies)",Playing Outdoor games,1,5,4,3,3,4,4,3,3,4,2,2,4,3,2,3,2,2,Yes,For myself ,24
10/19/2023 19:07:54,24,Male,Single,Nuclear,2,Graduate,Private Sector,6-9 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3.96,7.67,0,1.71,1.28,0.85,1.71,5.97,0.43,0.43,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Personal Hygiene, Idle Time, Shopping (Clothes, Electronics, etc)","Social Media, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Social Activities, Chatting, Music, Go for a walk",4,4,2,4,3,5,5,5,4,4,3,1,3,3,4,4,5,4,Yes,"Yes, want to develop a hobby and also also some sort of business of my own.",24
10/19/2023 23:47:21,20,Female,Single,Nuclear,5,Graduate,Student,0-3 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",4.13,6.39,1.89,1.89,0.24,0.95,1.89,5.68,0.47,0.47,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Social Activities, Chatting, Music",3,3,3,4,2,4,3,3,3,3,3,3,4,1,3,4,5,3,Yes,I want to be satisfied!,24
10/20/2023 13:15:05,28,Male,Single,Nuclear,4,Graduate,Private Sector,3-6 lakh,1,Partner,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",1.66,7.77,0.97,0.97,0.97,1.94,0.97,6.8,0.97,0.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Job / Work, Idle Time, Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Hangout with friends, Personality Development, Long Drive, Chatting, Music, Go for a walk, Swimming",4,5,2,4,2,3,4,3,2,5,5,3,2,5,3,5,2,2,Yes,To Achieve Dreams and Goals!,24
10/20/2023 18:20:10,21,Female,Single,Nuclear,5,Graduate,Student,3-6 lakh,1,Alone,Privacy (just your alone time),5.82,4.55,1.59,0,0.23,1.82,2.73,5.91,0.91,0.45,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Family Time, Just Relaxing (Resting)",4,4,3,5,1,4,3,4,3,3,3,3,1,3,5,5,3,4,Yes,"To make my lifestyle healthy, to be positive, to bhi ambitious and joyful",24
10/21/2023 14:23:50,22,Male,Single,Nuclear,2,Graduate,Public Sector(Government sector),3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",3.87,7.49,1.87,0.47,0.47,1.87,0.94,5.62,0.94,0.47,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting, Music, Go for a walk",5,5,4,5,3,3,3,5,3,5,4,5,3,3,2,3,5,4,Yes,"Yes, I want to improve my daily routine and give more value to my health, exercise regularly, maintaining sleep cycle and develop a stronger will power to achieve my life goals.",24
10/22/2023 11:40:08,25,Female,Single,Nuclear,4,Post Graduate,Private Sector,above 15 lakh,3,Alone,"Refresh Mood, Quality Time (for some enjoyment), Self motivation",3.05,7.62,0.95,0.48,0,1.43,1.9,7.62,0.95,0,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Job / Work, Personal Hygiene, Idle Time, Power Nap, Shopping (Clothes, Electronics, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Learning new things, Hangout with friends, Just Relaxing (Resting)",4,4,3,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,Yes,Start doing meditation ,24
10/22/2023 11:40:45,21,Male,Single,Joint,7,Graduate,Student,0-3 lakh,3,Alone,Refresh Mood,2.31,4.35,1.73,0,1.73,1.73,2.6,5.21,1.73,2.6,Use Mobile,Social Media,3,4,4,4,4,4,5,5,5,4,4,4,3,4,2,4,4,4,Yes,"I'm recalibrating my routine to include habits that foster mental wellness, skill acquisition, and fulfillment.",24
10/22/2023 12:05:55,21,Male,Single,Nuclear,4,Post Graduate,Student,6-9 lakh,2,Friends,Refresh Mood,3.27,4.32,2.59,0.86,1.73,1.73,1.73,5.18,0.86,1.73,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Grocery Shopping, Technolgy (Gadgets, Programming, etc)","Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Chatting, Music",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,Yes,"To improve my thoughts, my expression and my healthy body ",24
10/22/2023 12:26:46,21,Male,Single,Nuclear,4,Graduate,Student,6-9 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried)",6.76,1.97,0,0.99,0.99,0.49,2.96,5.91,1.97,1.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Music, Volunteering",1,3,3,3,1,2,2,5,4,5,1,5,3,1,5,3,5,5,Yes,i feel like i m mostly travelling throughout the day almost 5 hours ...i want to reduce this time and to utilize it in my self growth and also want improve my sleeping routine,24
10/22/2023 12:44:50,27,Female,Single,Joint,5,"Professional course (Diploma, ITI, etc.)",Free-lancing,0-3 lakh,2,Friends,"Refresh Mood, Reduce Anxiety",1.57,4.17,1.04,1.04,0.52,1.04,3.13,7.3,2.09,2.09,"Use Mobile, Watching (T.V. /Reels/Movies)","Social Media, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive",3,4,5,4,4,3,3,5,4,4,4,4,4,4,4,5,4,4,Yes,because I want to stay away from social media,24
10/22/2023 13:41:13,20,Male,Single,Joint,7,Graduate,Student,3-6 lakh,3,Family,"Refresh Mood, Quality Time (for some enjoyment)",2.92,4.02,2.01,0.5,0.5,1,1,8.03,2.01,2.01,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Idle Time","Social Media, Long Drive",3,5,4,5,1,4,5,4,4,5,3,3,4,4,1,3,3,3,Yes,To make my life good!,24
10/22/2023 14:27:21,23,Male,Single,Nuclear,4,Graduate,Student,0-3 lakh,1,Family,"Refresh Mood, Privacy (just your alone time), Self motivation",1.14,3.19,0.27,1.06,0.53,1.86,1.06,8.51,2.13,4.25,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Reading Books, Playing Outdoor games, Long Drive, Swimming",4,4,3,2,1,4,4,3,1,2,2,3,3,2,4,4,5,4,Yes,"Yes , you can feel more fulfilled as you start achieving your goals. And bettering yourself can help you in every aspect of life.",24
10/22/2023 15:33:07,16,Female,Single,Nuclear,4,SSC,Student,0-3 lakh,1,Family,"Refresh Mood, Reduce Anxiety",0.72,4.01,2,0.25,0,1,3,7.01,3,3,"Use Mobile, Watching (T.V. /Reels/Movies), Studying, Cooking, Power Nap, Gardening","Social Media, Sleeping, Family Time, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Part time work, Music",3,2,1,2,2,2,3,2,2,2,1,4,2,2,2,2,2,3,Yes,I have to improve ny routine because I'm too lazy for doing my study and keeping health care,24
10/22/2023 15:34:03,19,Male,Single,Nuclear,3,HSC,Private Sector,3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",5.37,6.93,0.87,0.43,0.87,0.87,1.73,5.2,0.87,0.87,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Job / Work, Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Family Time, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Music, Go for a walk",4,3,1,2,5,5,4,5,1,5,1,5,5,5,4,5,1,5,No,I'm satisfied with my current progress.,24
10/22/2023 15:38:11,29,Female,Married,Joint,5,Post Graduate,Private Sector,3-6 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",5.57,7.19,1.8,0,0.9,0.45,0,6.29,0,1.8,"Use Mobile, Reading Newspaper, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Sleeping, Hangout with friends, Personality Development, Music",3,2,3,2,3,2,3,2,3,4,4,3,3,4,3,3,3,3,Yes,There is nothing new in everyday life.,24
10/22/2023 16:41:33,27,Male,Single,Nuclear,2,HSC,Free-lancing,3-6 lakh,1,Alone,Self motivation,2.26,10.35,1.04,0,0,2.07,1.04,6.21,1.04,0,"Use Mobile, Travel, Reading Books, Job / Work, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Sleeping, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",3,3,3,3,4,3,3,4,3,3,3,2,1,2,2,2,5,5,No,I donât have sufficient time for it,24
10/22/2023 18:14:01,22,Male,Single,Joint,7,Graduate,Student,0-3 lakh,3,Family,Moral Support (encouragement that you give to somebody who is nervous or worried),4.5,5,0.5,0.5,0.5,2,2,6,1,2,"Use Mobile, Reading Newspaper, Studying, Idle Time, Power Nap, Review Goals, Family Time","Social Media, Sleeping",3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,Yes,For a better life ,24
10/23/2023 12:37:56,22,Male,Single,Nuclear,3,Post Graduate,Student,6-9 lakh,1,Friends,"Quality Time (for some enjoyment), Self motivation",4.24,4.71,0.94,0.94,0.94,0.94,0.94,7.53,1.88,0.94,"Use Mobile, Travel, ",Social Media,5,5,4,4,1,2,5,5,4,5,2,4,4,3,4,5,5,4,Yes,as everyday comes with new challenge so I prefer doing it ,24
10/23/2023 13:41:39,21,Male,Single,Nuclear,5,Graduate,Student,6-9 lakh,2,Alone,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",3.87,2.74,0,0,0.91,2.74,1.83,4.57,3.66,3.68,Use Mobile,"Social Media, Sleeping",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,I ain't interested in itas I my current routine is good for me,24
10/23/2023 23:32:53,33,Male,Married,Joint,10,Below SSC,Private Sector,0-3 lakh,5,Partner,Privacy (just your alone time),4.77,8.05,0.89,0.45,0,0.89,0.89,5.37,1.79,0.89,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Social Activities, Part time work, Go for a walk",5,1,1,1,1,5,5,5,5,5,3,4,2,5,3,3,3,5,No,I thought it's my life and I will make it at on my way only so I think right now it's all right ,24
11/15/2023 11:02:47,26,Male,Married,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Private Sector,6-9 lakh,2,Friends,"Refresh Mood, Reduce Anxiety",1.32,1.97,0.99,2.96,1.97,0.99,1.97,7.89,1.97,1.97,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Family Time, Learning new things, Playing Outdoor games, Swimming",3,3,2,4,2,4,3,4,2,4,4,2,3,4,4,2,4,4,No,actually i improve it according to my schedule timing ,24
11/18/2023 13:28:44,33,Female,Married,Nuclear,4,Post Graduate,Private Sector,9-12 lakh,4,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2.18,1.82,1.82,1.82,1.82,1.82,1.82,8.18,1.82,0.91,"Use Mobile, Exercise(Gym/Yoga /etc), Studying, Job / Work, Cooking, Personal Hygiene, Idle Time, Animal Care, Power Nap, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Chatting, Go for a walk, Pet Grooming",4,2,4,3,3,5,5,5,3,2,3,3,3,4,4,3,3,2,Yes,to have a healthy lifestyle ,24
